...1,Authors (Year),ID,Site,Lat,Long,Management_(OA_MPA_MEARB_Other),Temporal_Scale,Mean kelp,Mean no Kelp,Mean + one error bar Kelp,Mean + one error bar no Kelp,Error Kelp,Error no-Kelp,Error Type,Variable,N (Kelp),N (no-kelp),Unit Dimensions,Area (m2),Notes on Type of study,Comments,Kelp Taxon,Clearing Size (m^2),Time Until Resampling (days),Mean Depth (m),Inferred Mechanism of Clearing (experiment_storm_heat wave_barren_kelp addition),Type of Study (Experimental_ObservatioNAl),"Observational Study Type (Spatial, Temporal)",Single Species? (yes/no),Total Abundance? (yes/no),Species Richness? (yes/no),Biomass? (yes/no),Clearing Response (algae_barren_kelp),"Survey Type (quadrat, transect, video, photo, Net/Trap)",Short Variable Description,Latititude in Decimal Degrees,Longitude in Decimal Degrees,"Juvenile, Adult, Both",sample unit area (m^2),Total Area Sampled per Treatment (m^2: n*replicate area),Mean kelp t0,Mean no Kelp t0,Mean + one error bar Kelp t0,Mean + one error bar no Kelp t0,Error Kelp t0,Error no-Kelp t0,Error Type t0,Date of t0 (dd/mm/yyyy),Fish Species,Order,Family,Trophic level,Trophic group,Total Lenght (cm),Biomass (gr),Habitat Association (Benthic-Pelagic-Demersal)
1285,Graves et al. (2006),66,"Pelican Bay, Santa Cruz Islan, California US",34.034,-119.702,NA,1970 (Kelp) and 2004 (No Kelp),0.53,0,1.106,0,0.576,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Pelican Bay, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1970 (Kelp density=4±0) and 2004 (Kelp density=1.08±0.28).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.034,-119.702,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes atrovirens,Perciformes,Sebastidae,"3,35",Carnivore,42,NA,Demersal
1286,Graves et al. (2006),66,"Pelican Bay, Santa Cruz Islan, California US",34.034,-119.702,NA,1970 (Kelp) and 2004 (No Kelp),0.151,0,0.325,0,0.174,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Pelican Bay, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1970 (Kelp density=4±0) and 2004 (Kelp density=1.08±0.28).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.034,-119.702,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes mystinus,Perciformes,Sebastidae,"3,48",Carnivore,61,3800,Reef associated
1287,Graves et al. (2006),66,"Pelican Bay, Santa Cruz Islan, California US",34.034,-119.702,NA,1970 (Kelp) and 2004 (No Kelp),0.075,0.023,0.226,0.106,0.151,0.083,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Pelican Bay, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1970 (Kelp density=4±0) and 2004 (Kelp density=1.08±0.28).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.034,-119.702,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serranoides,Perciformes,Sebastidae,"3,68",Carnivore,61,1600,Reef associated
1288,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.342,0.027,0.714,0.118,0.372,0.091,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,benthopelagic
1289,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.701,0.082,1.168,0.277,0.467,0.195,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxyjulis californica,Eupercaria,Labridae,"3,14",Invertivore,25,NA,Demersal
1290,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),1.283,1.846,1.818,2.181,0.535,0.335,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromis punctipinnis,Ovalentaria,Pomacentridae,"2,73",Planktivore,25,NA,Reef associated
1291,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.093,0.298,0.283,0.653,0.19,0.355,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medialuna californiensis,Centrarchiformes,Kyphosidae,"2,67",Omnivore,48,NA,Demersal
1292,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.498,0.125,0.954,0.35,0.456,0.225,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girella nigricans,Centrarchiformes,Girellidae,2,Omnivore,66,NA,benthopelagic
1293,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.123,0,0.34,0,0.217,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca lateralis,Ovalentaria,Embiotocidae,"3,3",Invertivore,38,NA,Demersal
1294,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.476,0,0.814,0,0.338,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
1295,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.645,0,1.021,0,0.376,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes atrovirens,Perciformes,Sebastidae,"3,35",Carnivore,42,NA,Demersal
1296,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.758,0,1.091,0,0.333,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes mystinus,Perciformes,Sebastidae,"3,48",Carnivore,61,3800,Reef associated
1297,Graves et al. (2006),66,"Monitor Cove, Santa Cruz Island, California US",34.052,-119.747,NA,1974 (Kelp) and 1996 (No Kelp),0.342,0,0.614,0,0.272,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in Monitor Cove, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1974 (Kelp density=3.85±0.55) and 1996 (Kelp density=1±0).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serranoides,Perciformes,Sebastidae,"3,68",Carnivore,61,1600,Reef associated
1298,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.406,0.093,0.742,0.253,0.336,0.16,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,benthopelagic
1299,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.019,0.033,0.094,0.13,0.075,0.097,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semicossyphus pulcher,Eupercaria,Labridae,"3,56",invertivore,91,16000,Reef associated
1300,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.679,0.325,1.092,0.783,0.413,0.458,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxyjulis californica,Eupercaria,Labridae,"3,14",Invertivore,25,NA,Demersal
1301,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),1.227,1.679,1.82,2.537,0.593,0.858,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromis punctipinnis,Ovalentaria,Pomacentridae,"2,73",Planktivore,25,NA,Reef associated
1302,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.067,0.13,0.217,0.351,0.15,0.221,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medialuna californiensis,Centrarchiformes,Kyphosidae,"2,67",Omnivore,48,NA,Demersal
1303,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.418,0.135,0.962,0.465,0.544,0.33,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girella nigricans,Centrarchiformes,Girellidae,2,Omnivore,66,NA,benthopelagic
1304,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.078,0,0.251,0,0.173,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca lateralis,Ovalentaria,Embiotocidae,"3,3",Invertivore,38,NA,Demersal
1305,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),1.508,0,2.112,0,0.604,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
1306,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.581,0,0.958,0,0.377,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes atrovirens,Perciformes,Sebastidae,"3,35",Carnivore,42,NA,Demersal
1307,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),1.19,0,1.641,0,0.451,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes mystinus,Perciformes,Sebastidae,"3,48",Carnivore,61,3800,Reef associated
1308,Graves et al. (2006),66,"BS Rock, Santa Cruz Island, California US",34.043,-119.711,NA,1972 (Kelp) and 2005 (No Kelp),0.419,0,0.724,0,0.305,0,SD,Mean abundance transformed to log (x+1). Canopy transects,12,12,76*12,912,"Temporal variation in fish abundance off Santa Cruz Island, California.","Table 5. Variation in fish abundance between 2 years in BS Rock, Santa Cruz Island, California. Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). 1972 (Kelp density=3.88±0.81) and 2005 (Kelp density=1.11±0.0.32).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Temporal,yes,no,no,no,no,Transect and video,Abundance,34.043,-119.711,Both,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serranoides,Perciformes,Sebastidae,"3,68",Carnivore,61,1600,Reef associated
1309,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,1.08,0.267,1.312,0.538,0.232,0.271,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,benthopelagic
1310,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.33,0.497,0.631,0.781,0.301,0.284,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semicossyphus pulcher,Eupercaria,Labridae,"3,56",invertivore,91,16000,Reef associated
1311,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.783,0.599,1.058,0.962,0.275,0.363,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxyjulis californica,Eupercaria,Labridae,"3,14",Invertivore,25,NA,Demersal
1312,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,1.209,0.965,1.707,1.695,0.498,0.73,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromis punctipinnis,Ovalentaria,Pomacentridae,"2,73",Planktivore,25,NA,Reef associated
1313,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.554,0.34,0.911,0.683,0.357,0.343,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypsypops rubicundus,Ovalentaria,Pomacentridae,"3,2",Invertivore,30,NA,Reef associated
1314,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.035,0.059,0.135,0.232,0.1,0.173,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medialuna californiensis,Centrarchiformes,Kyphosidae,"2,67",Herbivore and invertivore,48,NA,Demersal
1315,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.507,0.33,0.903,0.694,0.396,0.364,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girella nigricans,Centrarchiformes,Girellidae,2,Herbivore and invertivore,66,NA,benthopelagic
1316,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.563,0.131,0.92,0.327,0.357,0.196,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca jacksoni,Ovalentaria,Embiotocidae,"3,31",Invertivore,39,700,Demersal
